waterfront,renovated,view,condition,grade,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,age,sqft_living15,sqft_lot15,price,yr_built
0,0,0,3,3,4,2.5,3504,6000,2,3504,0,14,2790,5231,330000,2006
0,0,0,3,3,5,2.5,3597,4972,2,3597,0,14,3193,6000,330000,2006
0,0,0,3,4,4,2.5,3710,15935,1,2130,1580,15,3674,17913,485000,2005
0,0,3,4,4,5,2.5,3860,42733,1,2300,1560,65,2520,19353,430000,1955
0,0,0,3,4,4,2.5,4073,17334,2,4073,0,12,1780,9625,510000,2008
0,0,3,3,3,4,2.75,1560,8820,1,1060,500,41,2140,7800,259900,1979
0,0,0,3,2,2,2.75,1590,20917,1.5,1590,0,100,1310,6000,199950,1920
0,0,0,3,4,2,2.75,1770,10534,1,1210,560,17,1600,17400,279000,2003
0,0,0,3,4,4,2.75,1830,6643,2,1830,0,19,2400,6472,250000,2001
0,0,0,4,3,3,2.75,1900,16117,1,1900,0,62,1640,19166,255000,1958
0,0,0,3,4,4,2.75,2050,4000,2,2050,0,6,2050,4000,355000,2014
0,0,0,3,3,4,2.75,2060,7350,1,1210,850,42,1940,7420,275000,1978
0,0,0,3,4,4,2.75,2140,9920,2,2140,0,27,2130,9920,354450,1993
0,0,0,3,4,4,2.75,2140,10316,2,2140,0,27,1920,11337,359500,1993
0,0,0,3,4,4,2.75,2190,14937,2,2190,0,27,1920,11360,367300,1993
0,0,0,3,3,4,2.75,2240,7200,1,1140,1100,53,1580,7416,260000,1967
0,0,0,3,3,4,2.75,2260,4440,2,2260,0,6,2260,4563,341780,2014
0,0,0,3,4,5,2.75,2481,4045,2,2481,0,6,2363,4175,309000,2014
0,0,0,3,4,4,2.75,2656,21195,2,2656,0,6,1860,16510,495000,2014
0,0,0,3,4,5,2.75,3220,8160,2,3220,0,21,2876,11521,384000,1999
0,0,0,4,4,4,2.75,3230,12651,2,3230,0,18,2550,12081,409000,2002
yes,0,0,2,4,4,2.75,5440,239580,1,2720,2720,51,1970,40392,850000,1969
0,0,0,3,2,3,3,1530,9997,1,1020,510,28,1410,9997,154000,1992
0,0,0,3,4,4,3,2050,4000,2,2050,0,6,2050,4000,370228,2014
0,0,0,3,4,4,3,2050,4000,2,2050,0,6,2050,4000,353500,2014
0,0,0,3,3,4,3,2163,5883,2,2163,0,14,1700,10143,248000,2006
0,yes,0,3,4,3,3,2290,15600,1,1420,870,72,1890,14143,465000,1948
0,0,0,3,4,5,3,2300,8214,2,2300,0,7,2594,4950,312891,2013
0,0,0,3,4,4,3,2590,7213,2,2590,0,19,2550,6800,355000,2001
0,0,0,3,4,5,3,2670,9920,1,1400,1270,30,1890,10341,370000,1990
0,0,4,3,4,5,3,3720,25474,2,2090,1630,34,1870,14547,500000,1986
0,0,0,3,4,4,3.5,2796,3520,2.5,2796,0,7,2040,5195,349950,2013
0,0,0,3,4,4,3.5,3828,18900,2.5,3828,0,6,2120,18900,552900,2014
0,0,2,3,4,4,3.5,3906,9674,2,3906,0,6,2673,6500,549950,2014
yes,0,0,3,4,4,3.5,4083,68377,2,4083,0,15,2430,41382,637000,2005
